pid,helpful,score,text,category
B000BSEWFA,1/1,4.0,"Used this SD card throughout western Europe for two weeks: France, Germany, Spain, Austria, Switzerland. Europe is tough - what with its old, tight and confusing streets - and the maps were solid. Can be tough to follow occasionally but not because the maps don't know where you are - just because of the abovementioned European situation.",software
B0000296ZH,5/6,4.0,"PROS --- 1. Hidden Evil has a great story line, bringing hints from the television episodes to culmination in the mysterious &quot;Briar Patch&quot; from the recent Star Trek movie. I wish the game had contained even more of these interwoven story elements.2. The graphics were very easy on the eyes, though not as remarkable as those in Presto's previous game: &quot;Journeyman Project: Legacy of Time.&quot; The cut-scenes in Hidden Evil were extremely well done. It's obvious that great care was taken to maintain the authenticity of the Star Trek Universe: Trek detail was as good as it gets.3. I felt I had plenty of interaction with Picard, although Data dropped out of the game pretty quickly. The character of Ensign Sovok was well developed and engaging. The game did a very professional job of making me feel that, through believable twists of fate, the future of the galaxy rested on my shoulders. I found myself wondering how my favorite Trek characters, when facing similar challenges, always manage to stay alive and make the right split-second decision every time. I felt drawn into the Star Trek world to a degree I have never experienced before.CONS --- 1. This was my first true action game. Although I primarily enjoy Myst-style games, I had always wondered if I was missing out on something by not playing action adventures. I managed to get about halfway through this game before I admitted defeat and used a cheat code that gave me invulnerability. I thought that this code would eliminate the combat, but instead my character just kept getting shot over and over, while grunting and spewing bits of impact debris all over the place. And I still needed to shoot other characters in order to progress. Although using the cheat code helped me get through the game, I found that it did not increase my enjoyment. I guess I just don't like killing things, not even virtual things (not even Evil virtual things).2. I thought that the keyboard interface was by far the most difficult aspect of the game. Although I've used the keyboard in other, more traditional adventure games, no other game I've tried demanded anything even close to the coordination and speed necessary here. Sometimes you are running, firing a weapon, and trying to access inventory all at the same time -- you really need three hands. And it's a good thing I couldn't fall off cliffs into the abyss -- I would have spent so much time restoring my game that I probably would have quit outright. Maybe the designers should have come up with a crawl mode for people like me. By the time I reached the &quot;stealth&quot; level late in the game, I still wasn't good enough with the keyboard to be able to complete the level. If I hadn't finally resorted to using one of my son's saved games, I probably would have been stuck there forever.BOTTOM LINE --- Hidden Evil is more oriented to the action gamer than to the traditional adventure gamer. If you are not experienced in using the keyboard as an input device, expect to face a stiff learning curve. However, if you are a Trek fan, and enjoy arcade/action challenges, this game is well worth your time and money.",software
B00080DPCW,0/0,5.0,"It takes some time to learn, but the investment really pays of. At the moment, I am only using Photoshop and Acrobat, still need to get to the other applications. I need to integrate a lot of picture elements into business presentations, and Photoshop does the trick just fine.",software
B000OUY2TQ,6/8,2.0,the map section is old need to update the map.need to list what date the map was printed.The new printed maps are up to date.,software
B000HCVR30,1/3,4.0,"Sometimes products are recreated because of need, because of new markets, or like Detroit of the 50's for quick obsolescence. This new Office Product was designed by someone who had too many firecrackers blown up in his face.They throw everything at you either to prove they found everything or that you may find something you like if given millions of choices.Microsoft had not taken a look at the Office Suite in years but they were not laying about idle. Each day for each month for each year they archived GUIs, applets, buttons, toggles, icons, iconlets and other shiny objects that , so that when 1997 came round they were ready to throw all of this accumulated miniutiae at you all at once in tools bars that resemble the twenty some volumes of the OED.But fear not, begin an application, navigate what your used to, complete the project and it works. The rest of the stuff is interesting GUI-babies that rest at the top unused...forever",software
B000JTDV6M,4/6,1.0,"Item took over two weeks two arrive, when it finally arrived it was sent back in his packaging unopened. Seller refused to issue a refund even though the item was returned luckily Amazon refunded the money and will be going after the seller.DO NOT BUY FROM THIS SELLER!!I have been buying and selling stuff on the internet for years and this is the first time I have EVER written a bad review, this seller is not professional and gave no communication.",software
B000RAASFK,0/0,4.0,I purchased this software in conjunction with a Garmin 200W GPS unit. While it takes a lot of space I was able to download the entire map to the memory card for the GPS UNIT. It is plenty detailed enough for use in the GPS. The National Geographic software is so busy when you zoom in that it is difficult to understand. The biggest issue that I found is that the roads and the elavation lines are the same color and there are some trails that are not mapped that I would have thought would be there. For example. Arches National Park the trail to Delicate arch. Overall I am very pleased with the program.,software
B00005LVWL,1/2,3.0,"In the beginning, it was very easy and fun. You portray Nancy Drew, a teenage detective snowwed in a castle-like resort in Wisconsin.In the middle of the game, when I asked Bess and George for advice, my computer would freeze. My computer would freeze also when I was talking to different charachters. I also am stuck on one part while trying to get passed a door with the elevator blocking it. Otherwise, I liked it.",software
B00002DDN5,19/22,5.0,"I am a 23 year old mother with a real life baby of my own who's 3 1/2. We like to play with the babyz together, however I play with them more than he does. I purchased this game for myself to play with. I own some of the Catz and Dogz software titles so I knew before hand what to expect. I love the fact that you can download add ons from the Babyz website. My son and I both really enjoy it, it brings out the &quot;little father&quot; in him. He gets so serious when he says &quot;baby needs beeper changed&quot; when they start fussing. I'd recommend this game to just about anyone. It is a really enjoying program for people of all ages. Might not be as well suited for some as the Petz programs are.",software
B00002CF5W,3/3,5.0,"When I bought this game I thought, &quot;Great now I can expand RollerCoaster Tycoon and get more coasters.&quot; When I first installed this game my mom couldn't pull me away from it (almost! but a little bribery does wonders). There is oniy one down side, it takes the entire program almost 100 MB of space to run. Otherwise, it is a great game!",software
B0000UIJ8U,2/3,5.0,"I have used all the freeware (shrink, decrypter, etc.) and also other commercial programs like dvdxcopy (twice the price).Of 50 dvd's copied with dvd copyware only one has had a problem. that is way way better than all other programs.what I like about dvd copyware is that you don't need to spend an enormous amount of time with user intervention which require knowledge about each disk's idiosyncracies as well as how dvd's are put toghether. Or use a second program to then burn your results. With DVD copyware you just point and click and it takes care of everything. If I am going to spend an hour with another program I am not saving anything.As far as updates, there have been about one a month, easily downloadable free from their website. That is natural given how many differnet types of dvd's and hardware there are out there.If you have any experience with programs like dvd shrink you know you have to consult a weboard of copiers to find out what special treatment you have to give to many complex dvd's as well.All in all this is an excellent and simple timesaver and it works very well.",software
B000HCTYTE,4/12,4.0,"I usually like to wait before I buy a new product, but not this time. Till this day I wonder if 'Vista' will ever become an 'XP' OS. I didn't bother setting a dual-boot with XP, but I do miss a few programs that cannot be run under XP.People have been complaining about the User Account Control setting and ""if they turn it off, they will be missing the main purpose of Vista"". I got sick of it myself and turned it off. No, I didn't just blow away 400 dollars for doing that. I also do not get more viruses, trojans, malware, etc. because I know how to use a PC and I know what to stay away from and I do not need an OS to tell me otherwise.LINUX may the best for some poeple but if I have to read 50 webpages about installing device drivers and plug-ins, I'd rather deal with the Microsoft 'crap' everyone else seems to complain about.Apple may have a better looking and more stable OS, but I do not want to spend thousands on a PC that I do not need. If I were a graphic artist, movie producer, or some artsy fartsy hippie, I would also be on every forum backing up Apple and how great they are.All in all. Bill Gates is smarter. Is a better 'business man'. And if you and I were in the same position he was in when these companies first started, we would have done the same thing...boohoo Stevie Jobs..",software
B000K2P9HM,0/1,4.0,"taxcut is a little simpler than turbo tax in that the questions are not as specific or detailed. turbo tax is probably better suited for people who are familiar with filling out tax forms. having said that, it does your taxes accurately and costs less. support was great. much better than turbo tax. they seem to care more about service after sale than intuit ever has.",software
B000JH015S,0/0,5.0,Able to handle all aspects of tax preparation. Easy to use. Almost makes taxes fun!,software
B000BMBLAU,2/3,1.0,"I purchased this product thinking it would allow me to do an Individual with a Schedule C income tax return. Imagine my surprise when I saw that this product did not have any 1040s or Schedule C's included. It is my mistake for not reading the fine print cloesely. However, I give some of the blame to Turbo Tax for not conspicuously displaying the fact that the software is ONLY for corporations and nonprofits. This sofware was useless to me as an Sole Proprietorship.",software
B000G1F83M,2/2,5.0,"This product is just fantastic!I bought this item simply for restoring my vinyl for more accsesible listening, it took me a day or so to work out the bugs as it does with most programs. Once i got threw the steps it is like falling off a log. Now you are not going to take an album that has been used as an ashtray and get opera hall sound. It does restore your albums to it's fullest potential! My only comment is if you are trying to stay true to your records you should'nt add all the EQ and Stereo effects, i think it just distorts the sound but experiment and you will probably come out where you wanna be i am not a perfectionist. However the cleaning aspects are great it can take many flaws out of the recording with the exception of deep pops but it can muffle them so they are not as pronounced. One of the best things about this prduct is that it registers the breaks by marking them between each track so you can play the full side and then pause the recording process flip the record to side two and begin that side by clicking pause again. WOW! You can even name each track indivdually in seconds for transfer to Mp3 album folders. If you are recording classical of acoustic music with silent moments within the track it is easy to delete certain markers so that you dont have false starts, i hope this info helps. It is a very afforable product that delivers on every promise just be patient it will come to you, Oh and make sure you buy a pre amp if you dont have one Circuit City sells a very nice General Electric one for about 30 bucks and it runs on a 9 volt battery. You will find most Phono pre amps on this site get negitive reviews and for good reason they are expensive and dont come with an accurate power supply.I had previously bought Magix Mp3 Maker 11, well if you are looking for a platform to work at Skywalker sound someday by all means buy that product. It is overly complicated, Tedious and too much for just transfering your record media to Wave or MP3 if you buy it i suggest you stock up on Excedrin and/or Advil.",software
B000FFVQN0,1/1,4.0,I haven't had this product long enough to know too much about it. I think its going to be a real help in making greeting cards and other artistic events. One of our leaders in a Computer club told me that its the best graphics program on the market. I'm looking forward to using it.,software
B000HLV59W,0/5,1.0,Cannot review this product. It was lost in shipping. Waiting for a refund on my credit card. Owner was very apologetic and sincere. Just one of those unfortunate circumstances.,software
B00003IE89,35/41,1.0,"The tutorials in this software were alright. I cannot deny that they did help me a little. The graphics are cheasy and more of what I would expect from a childrens program. The evaluation comments had glitches in them and often gave me advice that did not apply. For instance when I got a 100% in a section it told me not to feel bad just to keep practicing??!! There are only 2 computer adaptive tests, with 4 paper based. The paper based tests had glitches in them that did not score them correctly. Anyway, what use are paper based tests anyway, since you cannot take it on paper now. With only 2 tests that always present the same problems it does not offer much practice.",software
B00005N9AJ,1/1,1.0,"I have always been a user of Microsoft Picture Series software, until now. I purchased this newest release and to my dismay discovered it will not work correctly if you have a Lexmark X83 Printer. My previous 2001 version worked great. Only certain things on this new 2002 version will work with the Lexmark X83. Printing an Envelope will not work. It only allows you to print from the middle of the printer and any Lexmark X83 owner knows this isn't possible without running into a serious envelope jam with your printer. All of the other options on Picture IT! are blocked out. Microsoft says, it only supports certain printers. Then they said, they would say I had a printer problem? Funny, I uninstalled Picture IT 2002, and re-installed the 2001 version and everything worked perfect again. Seems like microsoft is delibrately leaving drivers out or hardware support is seriously lacking. Anyway, don't waste your money if you are a Lexmark owner. When I looked into Regedit, I noticed Picture IT 2002 supports very few Lexmark Printers. Only Z42, Z43, Z11, Z12, and Z51. Don't waste your money if you have any of the X series. Microsoft is seriously ripping people off on this version of Picture IT 2002!",software
B0001DI6JI,6/7,1.0,"I am copying below the message that I sent six days ago, on August 4, 2007, to CMS BounceBack via its Web page from which one is supposed to be able to request technical support. Today is August 10 and I have never heard back. As I paid $39.98 for this product, and as it worked for not more than six weeks, I believe I had a right to expect customer support. Beyond that, the user interface is only so-so. I gave the product one star only because there was not an option to give it zero stars. (The BounceBack version I have is Professional 7.1, which is the latest version for Mac OS X.)Message to BounceBack:""I purchased BounceBack Professional in June and used it successfully each week until 7/30/07. While I was doing a backup that day, BB froze. I finally had to cancel the backup operation. Then BB wouldn't work at all, so I had to erase the external hard drive and reinstall BB. I did this four times; every time, BB would back up the data to a certain point (18%, 34%, 58%, etc.) and then freeze.I tried to call you about this on 8/2/07, but was on hold a long time and the number of callers ahead of me remained at three persons. I left a message, asking that someone call me, but I haven't heard back from you.In addition to not being able to back up my data now (and thus being unprotected), I believe that BB corrupted some of my files/folders while it was in the process of trying to back them up. Most notable is the corruption of iPhoto.I would appreciate hearing from someone about my problem with BB.Thank you.""",software
B000066FW4,9/9,5.0,"I bought this software for my daughter. She was a complete beginner and within a couple of weeks she was typing. I learned to type many years ago and I found this to be great for polishing up my skills. It is very easy to understand and lots of fun. There are different activites for learning, including some games and added exercises to practice one's weaknesses. There is a practice page, as well as a page dedicated to dictation. The program keeps statistics on your performance so that you can evaluate yourself. There are three different levels. The first is very lenient with speed and errors, but I think that is necessary when beginning. I am an experienced typist and I had a hard time keeping up with the second level (of course, I started out thinking it would be a piece of cake!). There is also a program called ""the spy"". It can keep track of your performance while on your word processor. Overall, I am very pleased!",software
B00006ANW9,5/25,1.0,"I will never buy another Adobe Product. This program has a very steep learning curve. Once I got the hang of it I found that every time I want to use it I have to reinstall it, and it won't work if I don't let it call home for permission. This wastes a lot of time. Much as I hate to do so, I will go back to Microsoft.",software
B0002IFCX0,0/0,5.0,"Frustrated by Palm's painfully slow icon rendering of picture files? Be frustrated no more!! SplashPhoto fixes this, and several other annoying Palm shortcomings.Pro:-Renders picture icons in a fraction of a second instead of as much as 2 minutes per file using Palm's Media program-Syncs pictures as pictures so that you can see them on your host computer... they're not hidden in some cryptic data file-Editing file names, categories, rotating images, etc. can now be done on my computer, which is faster to do, on a brighter brighter, and is more comoftable for me to type using my normal keyboard and use my mouse-Inexpensive download from the internet... buy it and have it right awayCon:-I think that it requires ""Missing Sync"" to work, but ""Missing Sync"" is definitely worth acquiring-You buy a digital key, not a CD (I'm old-fashioned... I like a tangible thing like a CD and manual)-Does not support ""Progressive JPEG"" format used most commonly by web developers (file icon is present and syncs but will not open or display an icon preview)-After install, my ability to view movies appears to have be either disabled or damaged... more investigation is required on my partBottom Line: A must have program for the Palm. Should not be purchased without ""Missing Sync"". I love them both.",software
B000HLT57Q,8/11,1.0,"I have recently switched over from PC to Mac. I have been digital scrapbooking on windows for years. I also use Photoshop Elements and bought that as well. I think this IRemember software was a waste of money. It does not come with any user manual only online help. The online tutorial is for using a template that is already made not a custom scrapbook page. I have been working at this for about 5 hours in total and still don't have one page done. This software is NOT user friendly. I even sent an email today looking for a user guide and got a system error when trying to send the emal from there contact us link.I wouldn't spend the money on this again. Your better off with photoshop elements because that is actually easier to use than this software. I will probably look around for something further for the clip art but am disappointed that I wasted the money on this. Also, I am a software QA analyst.",software
B000IAOIXW,8/9,1.0,"Continual problems with this software, it keeps switching itself off and won't let me switch it back on, instead it decides to run the liveupdate. If I wanted it to run liveupdate I'd click on that, when I ""turn on"" autoupdate it would be nice if it did it. Sigh ... nope, had enough of Norton, it's coming off my PC and I'm going with a different anti virus software provider. I won't be buying Norton again. Ever.",software
B000AQD6GO,16/17,4.0,"Nothings perfect but in terms of pluses and minuses, emc8 definitely rules in the plus categories. It's a breeze to learn and most programs included are needed for media control. Pluses are the disc and file formats like dvd-vcr, divx, tivo, dvd dual layer. In the editing category all the programs show improvement over version 7.5. In the minus category, the utilities could be more robust. The dvd and cd check utility are the most useful, but there isn't a lot more than that. I'm one happy user.",software
B000GI0HR2,0/0,2.0,Seems like a short shift version for Mac. Does not function or feel like the PC version.,software
B00016V3VS,1/2,5.0,"""Word Menu 2.2"" is an amazing and fun program to use. It allows even the smartest of writers to express themselves with more accuracy, fluidity, and creativeness -- it makes one's writing look more intelligent. ""Word Menu's"" interface is actually fun to use and simple to maneuver around while looking for that perfect word. Every writer or wordsmith should own a copy of this invaluable program.",software
B0009VRA1M,2/2,1.0,"In spite of the cost being reasonable, I think 1 cent, it wasn't worth the postage I paid, and it was useless. I thought it would have a menu of some sorts and found that the diet recommendations not reasonable either.",software
B000J1H07Q,2/2,5.0,"I had used Norton Antivirus with firewall for a couple years and thought I was happy with it. When it came time to renew, I decided to shop around for a more affordable product. I can't say that Bit Defender was less expensive, but it seemed to be a much better product. I love it! It doesn't slow down my computer at start up, like Norton did. I love how it checks for updates every hour. My favorite feature is that you can set it to scan your computer at a specific time every (day/week) and have it shutdown the computer when it's done. I love to have it scan in the middle of the night and my computer is off when I get up in the morning! So far I've had no problems with it, and I feel secure. I read several reviews on the product before buying it and was quite impressed. It was rated #1 or #2 on a number of websites that rate such products.",software
B0002BQPS8,4/4,5.0,My 2 year old daughter got a new computer for Christmas. She was a bit reserved about working on it. Little Bear is her favorite character so that is why I chose it. It allows her to be successful even though she doesnt always click on the correct answer. The activities are easy enough for her yet challenging enough to keep her interest. The character voices are the exact same ones from the television show; which she loves and they will say the child's name throughout the games which always makes her happy. There are printouts too. I especially love this particular game because she can place the mouse's icon on something and within 3 seconds it will make something happen; so she doesnt have to click on it as she still hasnt mastered that hand eye coordiate yet. Super purchase and very happy with the product.,software
B000MFNUBE,0/0,3.0,"Firstly, a word of warning - this will not work on Windows 7 Pro x64 - I've tried every trick I know and it would not load correctly. I'm now using it on my Win XP netbook instead.So far I've found the software fairly good - I've mainly been using the flashcards so far. The interface is a little old to use, but given what I paid, it's a good start at learning some of the vocab at least!",software
B00004YNJJ,3/3,5.0,"This program is like the ultimate for graphic designers. I just recently got it and it is beyond wonderful. It's pretty easy to use if you're familiar with graphic programs. It has many different effects and I've created amazing graphics that I'm satisfied with by using this program. Sure the price is over the top but if you want something good and satisfying, this is the program for you.",software
B00006SIJQ,0/0,1.0,"I am used to the Broderbund 3D 3.0. It is simple to use but even they have become more dificult to use in the latter versions. It is hard to do one section of a house at a time, and make adjustment to rooms. It's is a program for someone who knows what they want for a floor plan in the beginning. I would like to work backwards. start with the one room, with furniture, add the next room. then if I like the plan, then work on the roof and foundation. unfortunately the Broderbund 3.0 version does not work on Vista, or the campatibility mode.",software
B000063EMG,0/1,1.0,"For those of you who had version 4.0 or 5.0, it took a little time to get the hang of it, but, it is a good photo/video tool. This version 7.0 is so huge and so technical, and soooooo different from the earlier versions that unless you want to become a professional, or have tons of time on your hands to relearn everything you figured out already, but without additional benefits (that i could discern)i advise you to stay away from this monstrousity. In a way, it's like the new MS Office, you don't get any expanded functionality, but must re-learn a different way to do what you have already been doing for years. My Photoshop 7.0 is in the trash. It belongs there.",software
B0000639VR,1/1,5.0,My nephew loves the Curious George books and this game makes him feel like he's playing with one of his favorite friends! I recommend it because it teaches small kids to think about cause and affect and it brings them into George's world.,software
B0001WN0M2,5/5,5.0,"I recently purchased Microsoft office, and so far, I have had the chance to use Microsoft word. I am familiar with the product as I have had the older version before, with my old computer.I was pleased to find that I had no trouble with using my old files with this new software. I also was glad to find a variety of templates which were easy to use. I was able to print out business cards for me and my husband in just one morning.I am also glad that it isn't very much different from the old version, so I was able to use the program easily, without much adjustment.",software
B000OFC1YY,3/3,4.0,"I learned about this product through a photography site. I was viewing and editing a lot of digital photographs and It was recommended that my monitor be calibrated. The first unit that was sent to me was defective and gave me a pink cast. Pantone replaced it for free. The new unit has been working fine for the last few years. The unit is sleek and easy to calibrate. Calibration should be done every few weeks or maybe longer and the process takes only a few minutes total. I like how it adjusts itself as the room light changes. The USB cable is not really that long. Since I have an input on the side of my monitor, it's not an issue. If you have an older monitor and you don't have a USB input, you will most definitely need to buy an extension.After you view you color-corrected screen for several months, your eyes will become accustomed to it. Only then, when you switch back to your old calibration will you see how much of a difference the Huey PRO has made. When I turned the calibration off, my screen has a yellow tint. It's almost like they are two different LCD monitors--that's how much of a color difference there is.The only issues I have encountered are that the suction cups on the unit only worked for one day, now I have to physically hold the unit on the screen for the 45 second screen calibration procedure. It's not a big deal. Also, I don't know if it is my computer or the software but sometimes I have issues with the software not loading up at startup and I have to manually start it. I think it's my computer though.I am very happy with this product and it looks good too. You don't need to be a photographer or editor to use this, this will make viewing anything on your computer that much better. There are other products out there but I never bothered to compare any of them because this item worked very well for me.",software
B00004T1MD,1/1,4.0,"I thoroughly enjoyed Beyond Atlantis. It was one of those games that had me eager to get back to it, night after night. The puzzles were challenging and inventive, requiring you to use multiple levels of thought. I really liked how the nature of the puzzles changed with each area you visited. For example, many of the Mayan puzzles were math-based, where the Celtic puzzles were more intuitive.The scenery was beautiful. And the dialog was exceptional. This is the only game I've run across with a Celtic setting that has not completely mangled Gaelic words and names. I also liked that you were given the option to replay all the dialog, so that you could pick up on things you might have missed the first time around.This game used mythology especially well, particularly in the Mayan and Celtic settings. Being something of a student of Celtic myth, I was really excited to see how well some of the characters and concepts were integrated here.Beyond Atlantis ran very smoothly. I've had a problem with some of Dreamcatcher's other games crashing for no apparent reason, but that, I'm happy to say, was not an issue with this one.The character animations were not to the level I would have expected, however. Characters often looked like bad claymation, and range of movement was limited. Also, the music, though lovely, consisted of short tape-loops that got a little crazy-making with repetition, particularly when you had to visit certain areas over and over to solve the puzzles.Though most of the puzzles were of the thinking variety, there were a few that just required you to &quot;muscle&quot; through, either by pixel-hunting or by repeating an action or series of actions until you got it right. I found the &quot;charging the crystal&quot; puzzle particularly annoying, as well as confusing. It was hard even to know where to begin with that one without resorting to a hint page.Still, for humour, integrated story, beautiful settings, and puzzles that will really keep you working at them for days, Beyond Atlantis is hard to beat.",software
B000AOBSTS,5/11,4.0,I recommend a bluetooh GPS along with a laptop that is bluetooth compatible. This way you won't have a bunch of cables all over your front seat area(like I do). Never get lost again with this combo riding with you.,software
B00003IRBU,2/2,3.0,Okay now I'm a big fan of Nancy Drew games and books. I have all of them and beat them all but one. But this game is nothing to brag home about. It was fun.Pros:Good plotNot that hardCons:It kept locking up on my PCThe caraters are cartoon like2 CDsIf you don't mind re-starting your PC and always bending over to put the CD in every 5 mins than I think you might like this game. If you do than you might want to buy someth8ing else with your [$].,software
B00006JZ69,0/1,4.0,This game stinks on ice all you do is go around shooting slime and basket balls might be good for a little kid boring for big kids,software
B000RAASFK,0/0,5.0,"Everything I expected. Now, I have the topos I need loaded on my GPS and I no longer need to carry topo maps. Be advised, you can only load a portion of the US at one time. Given the file size of the topo software, the GPS doesn't have adequate memory capactity to load the entire US topo. However, you can select to load and delete the topos as needed. One last item, Amazon had the best price!!",software
B00005IB4R,2/3,5.0,"My 3 yr old doesn't ""get it"" yet...but my 4 yr old loves it! This game teaches early math skills in a fun way! The kids earn tickets as they get things correct and can ""buy"" things with their tickets. Not a tough game as you would think -being a ""math"" one...it is fun! It is worth the money & your kids will enjoy the time they spend on it.1smileycat :-)",software
B00006ULHT,1/1,1.0,"I have been a loyal TurboTax user for several years. Steer way clear of Turbo Tax 2002. The activiation process can be a nightmare, and support is of no help. I purchased my 2002 edition in early January, and proceeded to install it. However, the nightmare began when I got a new computer, and tried to reinstall Turbo Tax -- the product activation would not work. I placed several calls to support, and all ended with the same answer -- I must purchase another license to use the product on another computer. This product activation is dubious at best. The product ties itself to one computer and that is it. Am I supposed to keep the same computer for three years in case of an audit? and buy another license? I haven't used the one I bought. I will be pressing for a refund, and moving on to a competitor's product. I wouldn't recommend this product to anyone.",software
B0002UCSKI,1/2,1.0,"Okay... so I'm not as astute in the technical aspects of software as some reviewers, but I can say that my experience with this software is absolutely terrible.First off, it is built to integrate with Outlook, but doesn't really. It always leaves one e-mail in your outbox (the one you posted first). If you open your outbox before they send, then the one you posted most recently won't send either. Seriously, the only way I have been dealing with this is that I have left a dead e-mail in the box permanently. If I need to change something that has been posted to the outbox, I have to open it, then get out of the outbox, change it, and repost it, otherwise it won't send -- ever.I have set NIS so that it doesn't scan my outgoing e-mail, as it blocks anything over 2mb, and in my business, I send things that big all the time. In a recent update, however, it has reinstated that and now scans all of my outgoing e-mail whether it is set to or not.I spent hours and hours on the phone with (supposed) technicians, who refused to answer any questions unless I disabled my whole network. What that has to do with this program, I don't know. I tried the ""live internet chat"" function, but -- and I kid you not -- it took almost two hours for me to get ten responses from the guy. When I complained, he hung up on me. Gotta love that.When I tell NIS that something it has categorised as spam ""isn't spam"", it doesn't remember the sender's e-mail address, like it is supposed to. It just keeps calling it spam and quarantining it.Regarding spyware, I have another piece of anti-spyware software called Webroot Spy Sweeper, that routinely finds spyware on my computer that NIS didn't catch.This has just been one headache after another. Their customer service was unresponsive and totally unhelpful, with not ONE actual solution to any of these problems.The only piece of software I have ever bought that was anywhere close to as bad as this is WinFax 10, another Norton product.I will NEVER, EVER buy another piece of Norton/Symantec software again as long as I live. They should be ashamed of themselves.",software
B00006JJO4,6/6,2.0,"I've used Franklin planner for 6 years, I thought I would switch to Plan PLus to keep my outlook contacts and planner contacts in one place. Plan Plus wouldnt install hot sync so I had to reinstall my old planner so I could use my hand held. The new version has some good enhancements, but I much prefer many of the enhancements in the last version of Franklin Planner. If I were to go back one step I would just upgrade to the New Franklin PLanner Software, and not purchase Plan Plus",software
B0009PD3PA,5/5,4.0,"There are a few excellent and detailed reviews already posted here, so I'll keep it short.My GPS setup includes PalmOne Treo 650, TomTom Navigator 5 and Holux GPSlim 236 Bluetooth receiver. I live in a big city (Toronto), so I often had to use Google Maps to plan my trips from point A to point B.TomTom calculates most routes in a matter of seconds and gets me where I want fast. If I miss a turn (and this happened a lot during the first week of use), it would either find an alternative route or ask me to make a U-turn when possible.I've been using it for about a month now and, overall, I'm very happy. One issue I had with it is that it asked me to make a left turn at a few intersections with ""No Left Turn"" signs. I was actually signalling and getting ready to turn then noticing the sign at the last minute, so keep your head up and don't put all your faith into the software.And of course, it doesn't take the traffic into consideration when figuring out your trip (unless you signed up for the optional TomTom traffic reports), so the TomTom-recommended route is not always the best one.Despite these minor flaws, it is a great product. I am impressed with the detailed maps, application speed and the ability to get wherever I want fast, without getting lost in a big city. Navigator 5 is a good investment. You won't be disappointed.",software
B000E64ELG,1/2,2.0,"I had to reinstall windows xp on my system and had decided Norton was too expensive and interfered too much with some of my games. There was no way to turn off certain options and there were occasional pop-up notifications that irritated me to no end. Panda was great in this respect. It installed easily, virus definition updates took very little time, the program scanned my drives quickly and efficiently, and it was great for catching trojans, cookies and spyware.Unfortunately, it is a system hog. Start-up took over five minutes. Despite a successful boot and login, Windows would go to the desktop and it would look like everything was ready to go. But if you clicked on a program (IE, Outlook, anything) nothing would happen for about 4 minutes, and then suddenly everything you had clicked on would open up. This got progressively worse over the month I had Panda installed. Shut down time also began to increase.I uninstalled it, and all those problems went away -- definitely Panda. I'm now using NOD32 and it seems to be working great. I liked Panda more than Norton, but it essentially rendered my system unstable. It may work better on yours, but consider this fair warning. In fairness, I did not contact customer support, so that may have helped fix whatever the problem was.Pros: Good interface; quick updates; effective protection; good amount of customizationCons: System hog; may lead to system stability problems.",software
B000AMKYJA,0/0,3.0,Not a bad product by any means but I really didn't know what to expect from beginning lessons on a cd.,software
B00004U9LR,0/5,4.0,"I use Star Office on my linux box, and the only complaint I have is that it takes at least 30 seconds to start up and is sometimes slow doing other things, even though I have a relatively fast processer and 256 MB of ram. But still very cheap, and sometimes better than Microsoft's expensive stuff.",software
B000ETMGJK,4/4,5.0,"This is the first software synth I've found with an interface easy enough for a mere mortal to understand and powerful enough under the hood that I can produce a unique, professional-sounding timbre. I think Z3ta has a slight edge in the ""wow"" factor of the sound coming out of the monitors but is totally out of Rapture's league when it comes to the user interface. I ended up buying both but am glad I got Rapture first. I've had no trouble using Rapture as a plugin in Sony Acid Pro or various Cakewalk DAWs.",software
B000HCZ8EO,0/0,3.0,"This is a very different change from past Microsoft Office editions and takes a bit of getting use to where everything is. However, once you get used to it, there are a lot of new features that are very useful. Being able to sort by color is great, since I like color coding my input. I am still in the learning stages. I did have the Beta version before it came out and found this product very useful and productive. The only major problem is paying for these updates every few years, and the prices keep going up.",software
B000CS3S4A,0/0,5.0,"Macromedia Flash Pro 8 is a really great product. I am still learning about Flash with the help of its extensive tutorials. It was easy to install on my computer which runs on a 64 bit Windows 7 Professional OS.I am in no position to compare it to Adobe's version but I am very happy with my purchase. One thing is for sure, I saved a ton of money.",software
B0002ZALES,0/6,5.0,"first off, i dont have this game yet, but from what i heard from all the people who had played it, it's bound to be great. More challaging puzzles, and supposedly it is the scariest Nancy Drew game yet. I say 'supposedly' because since i havent played it yet, i'm not sure, but i know that it'll be a thriller. And according to the screen shots on herinteractive.com, the rooms and everything look so interesting. it's beautiful looking really. here, check it out. http://www.herinteractive.com/prod/cur/index.shtmlover all, i think this game is going to be GREAT.",software
B000QCHROE,0/0,3.0,Seller advertises one version and ships another.At least he had a good return policy.,software
B000BLJEEQ,5/6,5.0,"I mainly bought it to my keep up with my checking account and keeping track of upcoming debits. There are probably more sophisticated versions with more whistles and bells, but for my needs, it is perfect.",software
